
Universita' di Roma Tor Vergata
Corso di Laurea in Ingeneria Informatica

Risultati dell'appello (prova scritta) di Sistemi Operativi del 24/1/2022

Votazione massima ottenibile: 21
Soglia per la sufficienza: 12


Matricola	voto

259316		19
257464		15
232437		14
230374		 7 - non sufficiente
240586		12
	
269776		20
280155		14
266977		16
273667		16
280167		12
279605		17
251843		 9 - non sufficiente








