
Universita' di Roma Tor Vergata
Corso di Laurea in Ingeneria Informatica

Risultati dell'appello (prova scritta) di Sistemi Operativi del 16/9/2021

Votazione massima ottenibile: 21
Soglia per la sufficienza: 12


Matricola	voto

252379		21
233229		12
	
278853		20
279801		10 - non sufficiente
278962		20
272384		12
279390		18
270988		14
273259		12
288745		12








