
Universita' di Roma Tor Vergata
Corso di Laurea in Ingeneria Informatica

Risultati dell'appello (prova scritta) di Sistemi Operativi del 22/2/2023

Votazione massima ottenibile: 21
Soglia per la sufficienza: 12


Matricola	voto

252789		12	
240087		12	
254102		19	
228752		non firmata la delibera
		
293712		16	
266492		12	
283760		17	
284661		 9 - non sufficiente
		
293067		13	


