
Universita' di Roma Tor Vergata
Corso di Laurea in Ingeneria Informatica

Risultati dell'appello (prova scritta) di Sistemi Operativi del 27/2/2025

Votazione massima ottenibile: 21
Soglia per la sufficienza: 12


Matricola	voto

294561		16	
271026		 5 - non sufficiente 	
294074		12	
294890		12	
291898		18	
306822		17	
310118		18	
306916		17	
335002		18	
325152		non firmata la delibera
293682		10 - non sufficiente 
363962		17	
306771		 4 - non sufficiente 




