
Universita' di Roma Tor Vergata
Corso di Laurea in Ingeneria Informatica

Risultati dell'appello (prova scritta) di Sistemi Operativi del 18/9/2025

Votazione massima ottenibile: 21
Soglia per la sufficienza: 12


Matricola	voto

345835		18	
343386		non firmata la delibera
340091		12	
327103		 8 - non sufficiente	
322029		12	
350917		20	
343176		12	
329182		12	
293366		 7 - non sufficiente	
339528		19	
344545		12	
256654		15	
			
322152		 6 - non sufficiente
	
	

