
Universita' di Roma Tor Vergata
Corso di Laurea in Ingeneria Informatica

Risultati dell'appello (prova scritta) di Sistemi Operativi del 3/9/2026

Votazione massima ottenibile: 21
Soglia per la sufficienza: 12


Matricola	voto

341371		18
356993		12
343976		12
343839		12
309016		13
329346		non firmata la delibera
355263		10 - non sufficiente
340810		10 - non sufficiente
341909		 8 - non sufficiente
	


