
Universita' di Roma Tor Vergata
Corso di Laurea in Ingeneria Informatica

Risultati dell'appello (prova scritta) di Sistemi Operativi del 3/9/2025

Votazione massima ottenibile: 21
Soglia per la sufficienza: 12


Matricola	voto

343438		17	
340927		13	
328096		11 - non sufficiente	
344185		18	
339561		19	
345835		13	
341512		19	
322029		10	
339642		20	
340563		non firmata la delibera
343176		10 - non sufficiente	
340091		 9 - non sufficiente	
351310		12	
339495		14	
	
	

